,log10c0,x,rhoA,rhoV,K,K_L,E,DeltaE,deltaL,gtype,h,tf,is_restart_antibiotics
1834,-2.0,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1835,-2.0,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1836,-1.9,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1837,-1.9,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1838,-1.8,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1839,-1.7,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1840,-1.7,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1841,-1.6,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1842,-1.6,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1843,-1.5,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1844,-1.4,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1845,-1.4,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1846,-1.3,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1847,-1.3,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1848,-1.2,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1849,-1.1,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1850,-1.1,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1851,-1.0,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1852,-1.0,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1853,-0.9,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1854,-0.8,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1855,-0.8,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1856,-0.7,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1857,-0.7,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1858,-0.6,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1859,-0.5,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1860,-0.5,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1861,-0.4,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1862,-0.4,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1863,-0.3,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1864,-0.2,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1865,-0.2,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1866,-0.1,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1867,-0.1,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1868,0.0,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1869,0.1,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1870,0.1,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1871,0.2,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1872,0.2,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1873,0.3,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1874,0.4,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1875,0.4,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1876,0.5,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1877,0.5,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1878,0.6,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1879,0.7,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1880,0.7,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1881,0.8,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1882,0.8,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1883,0.9,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1884,1.0,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1885,1.0,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1886,1.1,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1887,1.1,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1888,1.2,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1889,1.3,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1890,1.3,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1891,1.4,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1892,1.4,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1893,1.5,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1894,1.6,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1895,1.6,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1896,1.7,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1897,1.7,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1898,1.8,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1899,1.9,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1900,1.9,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1901,2.0,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1902,2.0,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1903,2.1,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1904,2.2,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1905,2.2,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1906,2.3,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1907,2.3,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1908,2.4,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1909,2.5,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1910,2.5,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1911,2.6,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1912,2.6,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1913,2.7,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1914,2.8,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1915,2.8,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1916,2.9,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1917,2.9,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1918,3.0,0,0.5,0.5,1,1,1,0.1,0.036000000000000004,hill,1,10,True
1919,-3.0,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1920,-2.9,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1921,-2.9,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1922,-2.8,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1923,-2.8,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1924,-2.7,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1925,-2.6,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1926,-2.6,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1927,-2.5,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1928,-2.5,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1929,-2.4,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1930,-2.3,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1931,-2.3,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1932,-2.2,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1933,-2.2,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1934,-2.1,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1935,-2.0,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1936,-2.0,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1937,-1.9,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1938,-1.9,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1939,-1.8,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1940,-1.7,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1941,-1.7,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1942,-1.6,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1943,-1.6,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1944,-1.5,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1945,-1.4,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1946,-1.4,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1947,-1.3,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1948,-1.3,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1949,-1.2,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1950,-1.1,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1951,-1.1,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1952,-1.0,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1953,-1.0,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1954,-0.9,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1955,-0.8,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1956,-0.8,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1957,-0.7,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1958,-0.7,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1959,-0.6,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1960,-0.5,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1961,-0.5,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1962,-0.4,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1963,-0.4,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1964,-0.3,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1965,-0.2,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1966,-0.2,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1967,-0.1,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1968,-0.1,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1969,0.0,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1970,0.1,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1971,0.1,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1972,0.2,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1973,0.2,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1974,0.3,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1975,0.4,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1976,0.4,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1977,0.5,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1978,0.5,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1979,0.6,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1980,0.7,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1981,0.7,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1982,0.8,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1983,0.8,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1984,0.9,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1985,1.0,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1986,1.0,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1987,1.1,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1988,1.1,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1989,1.2,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1990,1.3,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1991,1.3,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1992,1.4,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1993,1.4,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1994,1.5,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1995,1.6,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1996,1.6,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1997,1.7,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1998,1.7,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
1999,1.8,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2000,1.9,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2001,1.9,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2002,2.0,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2003,2.0,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2004,2.1,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2005,2.2,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2006,2.2,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2007,2.3,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2008,2.3,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2009,2.4,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2010,2.5,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2011,2.5,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2012,2.6,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2013,2.6,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2014,2.7,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2015,2.8,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2016,2.8,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2017,2.9,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2018,2.9,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2019,3.0,0,0.5,0.5,1,1,1,0.1,0.038,hill,1,10,True
2020,-3.0,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2021,-2.9,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2022,-2.9,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2023,-2.8,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2024,-2.8,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2025,-2.7,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2026,-2.6,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2027,-2.6,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2028,-2.5,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2029,-2.5,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2030,-2.4,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2031,-2.3,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2032,-2.3,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2033,-2.2,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2034,-2.2,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2035,-2.1,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2036,-2.0,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2037,-2.0,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2038,-1.9,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2039,-1.9,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2040,-1.8,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2041,-1.7,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2042,-1.7,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2043,-1.6,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2044,-1.6,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2045,-1.5,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2046,-1.4,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2047,-1.4,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2048,-1.3,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2049,-1.3,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2050,-1.2,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2051,-1.1,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2052,-1.1,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2053,-1.0,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2054,-1.0,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2055,-0.9,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2056,-0.8,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2057,-0.8,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2058,-0.7,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2059,-0.7,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2060,-0.6,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2061,-0.5,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2062,-0.5,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2063,-0.4,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2064,-0.4,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2065,-0.3,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2066,-0.2,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2067,-0.2,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2068,-0.1,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2069,-0.1,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2070,0.0,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2071,0.1,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2072,0.1,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2073,0.2,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2074,0.2,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2075,0.3,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2076,0.4,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2077,0.4,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2078,0.5,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2079,0.5,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2080,0.6,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2081,0.7,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2082,0.7,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2083,0.8,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2084,0.8,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2085,0.9,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2086,1.0,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2087,1.0,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2088,1.1,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2089,1.1,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2090,1.2,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2091,1.3,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2092,1.3,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2093,1.4,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2094,1.4,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2095,1.5,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2096,1.6,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2097,1.6,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2098,1.7,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2099,1.7,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2100,1.8,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2101,1.9,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2102,1.9,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2103,2.0,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2104,2.0,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2105,2.1,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2106,2.2,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2107,2.2,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2108,2.3,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2109,2.3,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2110,2.4,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2111,2.5,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2112,2.5,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2113,2.6,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2114,2.6,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2115,2.7,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2116,2.8,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2117,2.8,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2118,2.9,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2119,2.9,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2120,3.0,0,0.5,0.5,1,1,1,0.1,0.04,hill,1,10,True
2121,-3.0,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2122,-2.9,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2123,-2.9,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2124,-2.8,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2125,-2.8,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2126,-2.7,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2127,-2.6,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2128,-2.6,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2129,-2.5,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2130,-2.5,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2131,-2.4,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2132,-2.3,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2133,-2.3,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2134,-2.2,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2135,-2.2,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2136,-2.1,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2137,-2.0,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2138,-2.0,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2139,-1.9,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2140,-1.9,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2141,-1.8,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2142,-1.7,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2143,-1.7,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2144,-1.6,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2145,-1.6,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2146,-1.5,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2147,-1.4,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2148,-1.4,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2149,-1.3,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2150,-1.3,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2151,-1.2,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2152,-1.1,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2153,-1.1,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2154,-1.0,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2155,-1.0,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2156,-0.9,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2157,-0.8,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2158,-0.8,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2159,-0.7,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2160,-0.7,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2161,-0.6,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2162,-0.5,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2163,-0.5,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2164,-0.4,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2165,-0.4,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
2166,-0.3,0,0.5,0.5,1,1,1,0.1,0.042,hill,1,10,True
