,log10c0,x,rhoA,rhoV,K,K_L,E,DeltaE,deltaL,gtype,h,tf,is_restart_antibiotics
0,-3.0,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
1,-2.9,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
2,-2.9,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
3,-2.8,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
4,-2.8,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
5,-2.7,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
6,-2.6,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
7,-2.6,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
8,-2.5,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
9,-2.5,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
10,-2.4,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
11,-2.3,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
12,-2.3,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
13,-2.2,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
14,-2.2,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
15,-2.1,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
16,-2.0,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
17,-2.0,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
18,-1.9,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
19,-1.9,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
20,-1.8,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
21,-1.7,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
22,-1.7,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
23,-1.6,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
24,-1.6,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
25,-1.5,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
26,-1.4,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
27,-1.4,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
28,-1.3,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
29,-1.3,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
30,-1.2,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
31,-1.1,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
32,-1.1,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
33,-1.0,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
34,-1.0,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
35,-0.9,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
36,-0.8,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
37,-0.8,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
38,-0.7,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
39,-0.7,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
40,-0.6,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
41,-0.5,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
42,-0.5,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
43,-0.4,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
44,-0.4,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
45,-0.3,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
46,-0.2,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
47,-0.2,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
48,-0.1,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
49,-0.1,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
50,0.0,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
51,0.1,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
52,0.1,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
53,0.2,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
54,0.2,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
55,0.3,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
56,0.4,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
57,0.4,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
58,0.5,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
59,0.5,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
60,0.6,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
61,0.7,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
62,0.7,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
63,0.8,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
64,0.8,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
65,0.9,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
66,1.0,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
67,1.0,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
68,1.1,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
69,1.1,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
70,1.2,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
71,1.3,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
72,1.3,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
73,1.4,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
74,1.4,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
75,1.5,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
76,1.6,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
77,1.6,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
78,1.7,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
79,1.7,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
80,1.8,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
81,1.9,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
82,1.9,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
83,2.0,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
84,2.0,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
85,2.1,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
86,2.2,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
87,2.2,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
88,2.3,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
89,2.3,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
90,2.4,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
91,2.5,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
92,2.5,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
93,2.6,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
94,2.6,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
95,2.7,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
96,2.8,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
97,2.8,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
98,2.9,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
99,2.9,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
100,3.0,0,0.5,0.5,1,1,1,0.1,0.0,hill,1,10,True
101,-3.0,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
102,-2.9,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
103,-2.9,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
104,-2.8,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
105,-2.8,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
106,-2.7,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
107,-2.6,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
108,-2.6,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
109,-2.5,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
110,-2.5,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
111,-2.4,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
112,-2.3,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
113,-2.3,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
114,-2.2,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
115,-2.2,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
116,-2.1,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
117,-2.0,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
118,-2.0,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
119,-1.9,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
120,-1.9,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
121,-1.8,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
122,-1.7,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
123,-1.7,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
124,-1.6,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
125,-1.6,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
126,-1.5,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
127,-1.4,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
128,-1.4,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
129,-1.3,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
130,-1.3,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
131,-1.2,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
132,-1.1,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
133,-1.1,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
134,-1.0,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
135,-1.0,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
136,-0.9,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
137,-0.8,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
138,-0.8,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
139,-0.7,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
140,-0.7,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
141,-0.6,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
142,-0.5,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
143,-0.5,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
144,-0.4,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
145,-0.4,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
146,-0.3,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
147,-0.2,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
148,-0.2,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
149,-0.1,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
150,-0.1,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
151,0.0,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
152,0.1,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
153,0.1,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
154,0.2,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
155,0.2,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
156,0.3,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
157,0.4,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
158,0.4,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
159,0.5,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
160,0.5,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
161,0.6,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
162,0.7,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
163,0.7,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
164,0.8,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
165,0.8,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
166,0.9,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
167,1.0,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
168,1.0,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
169,1.1,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
170,1.1,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
171,1.2,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
172,1.3,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
173,1.3,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
174,1.4,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
175,1.4,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
176,1.5,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
177,1.6,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
178,1.6,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
179,1.7,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
180,1.7,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
181,1.8,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
182,1.9,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
183,1.9,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
184,2.0,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
185,2.0,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
186,2.1,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
187,2.2,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
188,2.2,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
189,2.3,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
190,2.3,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
191,2.4,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
192,2.5,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
193,2.5,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
194,2.6,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
195,2.6,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
196,2.7,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
197,2.8,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
198,2.8,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
199,2.9,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
200,2.9,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
201,3.0,0,0.5,0.5,1,1,1,0.1,0.002,hill,1,10,True
202,-3.0,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
203,-2.9,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
204,-2.9,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
205,-2.8,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
206,-2.8,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
207,-2.7,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
208,-2.6,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
209,-2.6,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
210,-2.5,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
211,-2.5,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
212,-2.4,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
213,-2.3,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
214,-2.3,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
215,-2.2,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
216,-2.2,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
217,-2.1,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
218,-2.0,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
219,-2.0,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
220,-1.9,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
221,-1.9,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
222,-1.8,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
223,-1.7,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
224,-1.7,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
225,-1.6,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
226,-1.6,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
227,-1.5,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
228,-1.4,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
229,-1.4,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
230,-1.3,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
231,-1.3,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
232,-1.2,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
233,-1.1,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
234,-1.1,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
235,-1.0,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
236,-1.0,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
237,-0.9,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
238,-0.8,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
239,-0.8,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
240,-0.7,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
241,-0.7,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
242,-0.6,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
243,-0.5,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
244,-0.5,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
245,-0.4,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
246,-0.4,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
247,-0.3,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
248,-0.2,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
249,-0.2,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
250,-0.1,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
251,-0.1,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
252,0.0,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
253,0.1,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
254,0.1,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
255,0.2,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
256,0.2,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
257,0.3,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
258,0.4,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
259,0.4,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
260,0.5,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
261,0.5,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
262,0.6,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
263,0.7,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
264,0.7,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
265,0.8,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
266,0.8,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
267,0.9,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
268,1.0,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
269,1.0,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
270,1.1,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
271,1.1,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
272,1.2,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
273,1.3,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
274,1.3,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
275,1.4,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
276,1.4,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
277,1.5,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
278,1.6,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
279,1.6,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
280,1.7,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
281,1.7,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
282,1.8,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
283,1.9,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
284,1.9,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
285,2.0,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
286,2.0,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
287,2.1,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
288,2.2,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
289,2.2,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
290,2.3,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
291,2.3,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
292,2.4,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
293,2.5,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
294,2.5,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
295,2.6,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
296,2.6,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
297,2.7,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
298,2.8,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
299,2.8,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
300,2.9,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
301,2.9,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
302,3.0,0,0.5,0.5,1,1,1,0.1,0.004,hill,1,10,True
303,-3.0,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
304,-2.9,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
305,-2.9,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
306,-2.8,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
307,-2.8,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
308,-2.7,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
309,-2.6,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
310,-2.6,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
311,-2.5,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
312,-2.5,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
313,-2.4,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
314,-2.3,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
315,-2.3,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
316,-2.2,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
317,-2.2,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
318,-2.1,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
319,-2.0,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
320,-2.0,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
321,-1.9,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
322,-1.9,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
323,-1.8,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
324,-1.7,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
325,-1.7,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
326,-1.6,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
327,-1.6,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
328,-1.5,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
329,-1.4,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
330,-1.4,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
331,-1.3,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
332,-1.3,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
333,-1.2,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
334,-1.1,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
335,-1.1,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
336,-1.0,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
337,-1.0,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
338,-0.9,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
339,-0.8,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
340,-0.8,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
341,-0.7,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
342,-0.7,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
343,-0.6,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
344,-0.5,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
345,-0.5,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
346,-0.4,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
347,-0.4,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
348,-0.3,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
349,-0.2,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
350,-0.2,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
351,-0.1,0,0.5,0.5,1,1,1,0.1,0.006,hill,1,10,True
